,NomeEstacao,Operadora,Responsavel,Municipio-UF,NomeRio,Origem,StatusEstacao,CodEstacao,Bacia,SubBacia,CodRio,Latitude,Longitude,Altitude
109,COOPAC CONSTANTINA,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CONSTANTINA-RS,None,RHN,Ativo,02752060,7,74,0,-27.72530,-52.97810,0.00
110,AGROP. PAPAGAIO CHARÕA SARANDI,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SARANDI-RS,None,RHN,Ativo,02752061,7,74,0,-27.92530,-52.82000,0.00
111,PREFEITURA BARRA DO RIO AZUL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BARRA DO RIO AZUL-RS,None,RHN,Ativo,02752062,7,73,0,-27.41000,-52.41560,0.00
112,UHE FOZ DO CHAPECÓ CAIBI,00442 - FOZ DO CHAPECÓ - FOZ DO CHAPECÓ,00442 - FOZ DO CHAPECÓ - FOZ DO CHAPECÓ,CAIBI-SC,None,Setor Elétrico,Ativo,02753029,7,74,0,-27.07470,-53.23920,369.00
113,PREFEITURA CERRO GRANDE,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CERRO GRANDE-RS,None,RHN,Ativo,02753053,7,74,0,-27.61030,-53.16670,0.00
114,POUSADA APARADOS DA SERRA S.J. AUSENTES,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO JOSÉ DOS AUSENTES-RS,None,RHN,Ativo,02849066,7,70,0,-28.60640,-49.82060,0.00
115,BRIGADA MILITAR BOM JESUS,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BOM JESUS-RS,None,RHN,Ativo,02850048,8,86,0,-28.67170,-50.43360,0.00
116,UHE MACHADINHO LAGOA VERMELHA,00808 - CONS.MACHADINHO - CONS.MACHADINHO,00808 - CONS.MACHADINHO - CONS.MACHADINHO,LAGOA VERMELHA-RS,None,Setor Elétrico,Ativo,02851061,7,72,0,-28.22220,-51.51250,805.00
117,SERAFINA CORRÊA,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SERAFINA CORRÊA-RS,None,RHN,Ativo,02851073,8,86,0,-28.70810,-51.94610,535.00
118,PARQUE DE RODEIOS ESMERALDA,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ESMERALDA-RS,None,RHN,Ativo,02851079,7,70,0,-28.06530,-51.17000,0.00
119,AULER,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SOLEDADE-RS,None,RHN,Ativo,02852004,8,86,0,-28.80390,-52.38170,700.00
120,UHE PASSO FUNDO PLU,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,PASSO FUNDO-RS,None,Setor Elétrico,Ativo,02852057,7,73,0,-28.22670,-52.40330,684.00
121,AEROCLUBE CARAZINHO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CARAZINHO-RS,None,RHN,Ativo,02852074,8,85,0,-28.32250,-52.81640,0.00
122,POLO UAB TAPEJARA,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,TAPEJARA-RS,None,RHN,Ativo,02852075,7,72,0,-28.08920,-52.00610,0.00
123,INSTITUTO FEDERAL PANAMBI,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PANAMBI-RS,None,RHN,Ativo,02853052,7,75,0,-28.28170,-53.51580,0.00
124,FAZENDA ROOS SANTA BÁRBARA DO SUL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTA BARBARA DO SUL-RS,None,RHN,Ativo,02853053,8,85,0,-28.18330,-53.22420,0.00
125,ESCOLA CAPÃO DO CIPÓ,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CAPÃO DO CIPÓ-RS,None,RHN,Ativo,02854031,7,75,0,-28.94170,-54.55780,0.00
126,COOPATRIGO BOSSOROCA,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BOSSOROCA-RS,None,RHN,Ativo,02854032,7,75,0,-28.73250,-54.91170,0.00
127,SANTA TECLA TUPANCIRETÃ,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,TUPANCIRETA-RS,None,RHN,Ativo,02854036,7,75,0,-28.90030,-54.15890,0.00
128,CRAS GARRUCHOS,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,GARIBALDI-RS,None,RHN,Ativo,02855017,7,75,0,-28.19250,-55.63780,0.00
129,BRIGADA MILITAR STO. ANTÔNIO MISSÕES,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTO ANTÔNIO DAS MISSÕES-RS,None,RHN,Ativo,02855018,7,75,0,-28.51280,-55.22860,0.00
130,AEROPORTO TORRES,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,TORRES-RS,None,RHN,Ativo,02949025,8,87,0,-29.41420,-49.80470,0.00
131,PREFEITURA MORRINHOS DO SUL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MORRINHOS DO SUL-RS,None,RHN,Ativo,02949027,8,84,0,-29.36860,-49.93310,0.00
132,BARRAGEM DO RIO LEÃO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,JACINTO MACHADO-SC,None,RHN,Ativo,02949029,8,84,0,-29.09220,-49.88080,0.00
133,CÂNION FORTALEZA CAMBARÁ DO SUL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CAMBARÁ DO SUL-RS,None,RHN,Ativo,02949030,8,84,0,-29.08420,-49.99860,0.00
134,MORRO DO FORNO MORRINHOS DO SUL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MORRINHOS DO SUL-RS,None,RHN,Ativo,02949031,8,84,0,-29.31670,-49.98250,0.00
135,CAPÃO DOS COXOS,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO FRANCISCO DE PAULA-RS,None,RHN,Ativo,02950045,8,87,0,-29.40830,-50.58420,890.00
136,BRIGADA MILITAR STO. ANTÔNIO DA PATRULHA,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTO ANTÔNIO DA PATRULHA-RS,None,RHN,Ativo,02950103,8,87,0,-29.82640,-50.51810,0.00
137,AEROPORTO CAPÁO DA CANOA,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CAPÃO DA CANOA-RS,None,RHN,Ativo,02950104,8,87,0,-29.76610,-50.03830,0.00
138,ETA CORSAN OSÓRIO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,OSÓRIO-RS,None,RHN,Ativo,02950106,8,87,0,-29.88890,-50.25810,0.00
139,BOA ESPERANÇA ROLANTE,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ROLANTE-RS,None,RHN,Ativo,02950107,8,87,0,-29.55860,-50.50250,0.00
140,FAZENDA TAIPAS - S.F. DE PAULA,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO FRANCISCO DE PAULA-RS,None,RHN,Ativo,02950108,8,87,0,-29.46860,-50.45190,0.00
141,PQ. APARADOS DA SERRA CAMBARÁ DO SUL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CAMBARÁ DO SUL-RS,None,RHN,Ativo,02950109,8,86,0,-29.15860,-50.07890,0.00
142,PROP. BARRA DO OURO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MAQUINÉ-RS,None,RHN,Ativo,02950110,8,87,0,-29.56810,-50.28500,0.00
143,RINCÃO DOS KROEFF S.F. DE PAULA,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO FRANCISCO DE PAULA-RS,None,RHN,Ativo,02950111,8,87,0,-29.48640,-50.35360,0.00
144,MORRO REUTER,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,MORRO REUTER-RS,None,RHN,Ativo,02951142,8,87,0,-29.52890,-51.03690,492.00
145,CLUBE BARROS CASSAL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BARROS CASSAL-RS,None,RHN,Ativo,02952060,8,85,0,-29.09610,-52.58860,0.00
146,IGREJA HERVEIRAS,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,HERVEIRAS-RS,None,RHN,Ativo,02952061,8,85,0,-29.45360,-52.64860,0.00
147,FAZ. SÃO JOSÉ LINHA CARVALHO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SINIMBU-RS,None,RHN,Ativo,02952065,8,85,0,-29.38220,-52.71580,0.00
148,LINHA ALMEIDA,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SINIMBU-RS,None,RHN,Ativo,02952066,8,85,0,-29.37000,-52.50720,0.00
149,PROPRIEDADE NOVO CABRAIS,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,NOVO CABRAIS-RS,None,RHN,Ativo,02953068,8,85,0,-29.75580,-53.05500,0.00
150,SECR. AGRI. SÃO MARTINHO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO MARTINHO DA SERRA-RS,None,RHN,Ativo,02953071,7,76,0,-29.53670,-53.85390,0.00
151,RINCÃO DO HERVAL CERRO BRANCO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CERRO BRANCO-RS,None,RHN,Ativo,02953073,8,85,0,-29.62920,-53.02890,0.00
152,LINHA POMERANOS AGUDO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,AGUDO-RS,None,RHN,Ativo,02953074,8,85,0,-29.58440,-53.14920,0.00
153,COXILHA DO PAU FINADO SÃO GABRIEL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO GABRIEL-RS,None,RHN,Ativo,02954040,8,85,0,-29.95110,-54.33170,0.00
154,SECR. AGR. M. AMB. DILERMANO GUIAR,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,DILERMANDO DE AGUIAR-RS,None,RHN,Ativo,02954041,7,76,0,-29.70750,-54.20560,0.00
155,FAZENDA SANTA TEREZA S.F. DE ASSIS,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO FRANCISCO DE ASSIS-RS,None,RHN,Ativo,02954044,7,76,0,-29.32780,-54.94750,0.00
156,AGRP. SANTO ANTÔNIO JARI,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,JARÍ-RS,None,RHN,Ativo,02954045,7,76,0,-29.22580,-54.19250,0.00
157,COOPERATIVA AGROSOLO UNISTALDA,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,UNISTALDA-RS,None,RHN,Ativo,02955022,7,75,0,-29.04610,-55.15610,0.00
158,ESCOLATÉCNICA ENCRUZILHADA MAÇAMBARÁ,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MAÇAMBARA-RS,None,RHN,Ativo,02955023,7,76,0,-29.00580,-55.50890,0.00
159,FAZENDA CORDILHEIRA S.F. DE ASSIS,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO FRANCISCO DE ASSIS-RS,None,RHN,Ativo,02955024,7,76,0,-29.42640,-55.15830,0.00
160,CÂMARA DE VEREADORES MAÇAMBARÁ,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MAÇAMBARA-RS,None,RHN,Ativo,02956011,7,75,0,-29.14780,-56.06500,0.00
161,SANCHURI (ESCOLA) URUGUAIANA,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,URUGUAIANA-RS,None,RHN,Ativo,02956012,7,77,0,-29.54310,-56.81220,0.00
162,AGROP. CERRO DO COQUEIRO URUGUAIANA,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,URUGUAIANA-RS,None,RHN,Ativo,02956013,7,76,0,-29.77860,-56.52060,0.00
163,FAZENDA SÃO LEONTINO ALEGRETE,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ALEGRETE-RS,None,RHN,Ativo,02956016,7,76,0,-29.75920,-56.14860,0.00
164,ETA VIAMÃO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,VIAMÃO-RS,None,RHN,Ativo,03050011,8,87,0,-30.09580,-50.98250,0.00
165,FAZENDA CAVALHADA PALMARES,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MOSTARDAS-RS,None,RHN,Ativo,03050014,8,87,0,-30.50110,-50.57750,0.00
166,ESCOLA MARIO QUINTANA MOSTADAS,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MOSTARDAS-RS,None,RHN,Ativo,03050015,8,87,0,-30.69440,-50.56860,0.00
167,ESTACIONAMENETO PREFEITURA SERTÃO SANTANA,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SERTÃO SANTANA-RS,None,RHN,Ativo,03051071,8,87,0,-30.46080,-51.60310,0.00
168,PREFEITURA MARIANA PIMENTEL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MARIANA PIMENTEL-RS,None,RHN,Ativo,03051072,8,87,0,-30.35420,-51.58440,0.00
169,PROPRIEDADE BARÃO DO TRIUNFO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BARÃO DO TRIUNFO-RS,None,RHN,Ativo,03051074,8,87,0,-30.50530,-51.90030,0.00
170,COTRIBÁ PANTANO GRANDE,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PANTANO GRANDE-RS,None,RHN,Ativo,03052025,8,85,0,-30.20420,-52.37030,0.00
171,CHECHE DOM FELICIANO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,DOM FELICIANO-RS,None,RHN,Ativo,03052026,8,87,0,-30.70170,-52.11220,0.00
172,LAVRAS DO SUL,00007 - CEEE - CEEE,00007 - CEEE - CEEE,LAVRAS DO SUL-RS,None,RHN,Ativo,03053007,8,87,0,-30.81750,-53.90140,300.00
173,COTRISEL VILA NOVA DO SUL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,VILA NOVA DO SUL-RS,None,RHN,Ativo,03053032,8,85,0,-30.33530,-53.89250,0.00
174,MARCO DAS ÁGUAS LAVRAS DO SUL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,LAVRAS DO SUL-RS,None,RHN,Ativo,03054028,8,87,0,-30.74780,-54.13750,0.00
175,AZEVEDO SODRÉ SÃO GABRIEL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO GABRIEL-RS,None,RHN,Ativo,03054029,7,76,0,-30.09720,-54.64390,0.00
176,FAZENDA SÃO GABRIEL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO GABRIEL-RS,None,RHN,Ativo,03054030,7,76,0,-30.48110,-54.55330,0.00
177,TIARAJU SÃO GABRIEL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO GABRIEL-RS,None,RHN,Ativo,03054031,7,76,0,-30.24470,-54.36970,0.00
178,USINA EÓLICA CERRO CHATO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTANA DO LIVRAMENTO-RS,None,RHN,Ativo,03055016,7,76,0,-30.79190,-55.66170,0.00
179,ESTÂNCIA SARANDI S. LIVRAMENTO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTANA DO LIVRAMENTO-RS,None,RHN,Ativo,03055017,7,77,0,-30.66500,-55.95310,0.00
180,CABECEIRA SAICÃ ROSÁRIO DO SUL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ROSÁRIO DO SUL-RS,None,RHN,Ativo,03055018,7,76,0,-30.22690,-55.15530,0.00
181,CERRO DO COMBATE S. LIVRAMENTO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTANA DO LIVRAMENTO-RS,None,RHN,Ativo,03055019,7,76,0,-30.54690,-55.31970,0.00
182,ESTÂNCIA SANTA HILMA S. LIVRAMENTO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTANA DO LIVRAMENTO-RS,None,RHN,Ativo,03055021,7,77,0,-30.94530,-55.66640,0.00
183,ESTÂNCIA CATY QUARAÍ,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,QUARAÍ-RS,None,RHN,Ativo,03056029,7,77,0,-30.42470,-56.02060,0.00
184,CTG ESTÂNCIA REAL DE BOJURU,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO JOSÉ DO NORTE-RS,None,RHN,Ativo,03151074,8,87,0,-31.65500,-51.43750,0.00
185,PQ. DE MÁQUINAS ARROIO DO PADRE,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ARROIO DO PADRE-RS,None,RHN,Ativo,03152046,8,87,0,-31.44580,-52.42060,0.00
186,SECRETARIA AGRIC. MORRO REDONDO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MORRO REDONDO-RS,None,RHN,Ativo,03152047,8,88,0,-31.60690,-52.62640,0.00
187,ESTÂNCIA DA GRAÇA PELOTAS,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PELOTAS-RS,None,RHN,Ativo,03152051,8,87,0,-31.62580,-52.23000,0.00
188,SÃO LOURENÇO DO SUL - COOPAR,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO LOURENÇO DO SUL-RS,None,RHN,Ativo,03152052,8,87,0,-31.25970,-52.20360,0.00
189,CPRM PEDRAS ALTAS,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PEDRAS ALTAS-RS,None,RHN,Ativo,03153031,8,88,0,-31.73360,-53.58860,0.00
190,USINA TERMOELÉTRICA PIRATINI,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PIRATINI-RS,None,RHN,Ativo,03153035,8,87,0,-31.24190,-53.18080,0.00
191,ADUANA ACEGUÁ,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ACEGUÁ-RS,None,RHN,Ativo,03154011,8,88,0,-31.86610,-54.16720,0.00
192,AEROPORTO BAGÉ,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BAGÉ-RS,None,RHN,Ativo,03154012,7,79,0,-31.38890,-54.11310,0.00
193,BENTO RENGO DOM PEDRITO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,DOM PEDRITO-RS,None,RHN,Ativo,03154013,7,76,0,-31.27000,-54.53110,0.00
194,JOSÉ OTÍVIO BAGÉ,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BAGÉ-RS,None,RHN,Ativo,03154014,7,79,0,-31.17920,-54.15690,0.00
195,PASSO SÃO LUIS BAGÉ,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BAGÉ-RS,None,RHN,Ativo,03154015,7,79,0,-31.51190,-54.51140,0.00
196,TORQUATO SEVERO DOM PEDRITO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,DOM PEDRITO-RS,None,RHN,Ativo,03154016,7,76,0,-31.02220,-54.18470,0.00
197,VILA SERRILHADA DOM PEDRITO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,DOM PEDRITO-RS,None,RHN,Manutenção,03154017,7,76,0,-31.43780,-54.71220,0.00
198,MARCO ITAQUATIÁ S. LIVRAMENTO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTANA DO LIVRAMENTO-RS,None,RHN,Ativo,03155004,7,76,0,-31.00500,-55.34080,0.00
199,AGROPECUÁRIA POZZOBON S. LIVRAMENTO,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTANA DO LIVRAMENTO-RS,None,RHN,Ativo,03155005,7,76,0,-31.23970,-55.09440,0.00
200,BARRAGEM DO CHASQUEIRO ARROIO GRANDE,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ARROIO GRANDE-RS,None,RHN,Ativo,03253029,8,88,0,-32.16190,-53.00780,0.00
201,CORSAN HERVAL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,HERVAL-RS,None,RHN,Ativo,03253030,8,88,0,-32.02890,-53.39780,0.00
202,PASSO DO CENTURIÃO HERVAL,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,HERVAL-RS,None,RHN,Ativo,03253031,8,88,0,-32.11940,-53.73500,0.00
203,AGRORIZA S. VITÓRIA PALMAR,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTA VITÓRIA DO PALMAR-RS,None,RHN,Ativo,03353020,8,88,0,-33.23810,-53.06190,0.00
204,MISSÃO SURUCUCU,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ALTO ALEGRE-RR,None,RHN,Ativo,08263000,1,14,0,2.83580,-63.64170,0.00
205,MALOCA DO ERICÓ,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ALTO ALEGRE-RR,None,RHN,Ativo,08362000,1,14,0,3.63190,-62.39890,0.00
206,TAMISHIYACU,00906 - SENAMHI-PERU - SENAMHI-PERU,00906 - SENAMHI-PERU - SENAMHI-PERU,PERU-PU,RIO SOLIMÕES/AMAZONAS,RHN,Ativo,10075000,1,10,10001000,-4.00360,-73.16110,105.00
207,MAZAN,00906 - SENAMHI-PERU - SENAMHI-PERU,00906 - SENAMHI-PERU - SENAMHI-PERU,PERU-PU,RIO NAPO,RHN,Ativo,10086700,1,10,10000090,-3.48810,-73.08190,0.00
208,TABATINGA,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,TABATINGA-AM,RIO SOLIMÕES/AMAZONAS,CotaOnline,Ativo,10100000,1,10,10001000,-4.23470,-69.94470,78.00
209,TABATINGA,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,TABATINGA-AM,RIO SOLIMÕES/AMAZONAS,RHN,Ativo,10100000,1,10,10001000,-4.23470,-69.94470,78.00
210,PALMEIRAS DO JAVARI,"00100 - COHIDRO - Consultoria, Estudos e Projetos",00001 - ANA - Agência Nacional de Águas ,ATALAIA DO NORTE-AM,RIO JAVARI,RHN,Ativo,10200000,1,10,10900000,-5.13890,-72.81360,142.00
211,ESTIRÃO DO REPOUSO,"00100 - COHIDRO - Consultoria, Estudos e Projetos",00001 - ANA - Agência Nacional de Águas ,ATALAIA DO NORTE-AM,RIO JAVARI,RHN,Ativo,10500000,1,10,10900000,-4.34080,-70.90560,89.00
212,LADÁRIO - JUSANTE,"00100 - COHIDRO - Consultoria, Estudos e Projetos",00001 - ANA - Agência Nacional de Águas ,ATALAIA DO NORTE-AM,RIO ITACUAI,RHN,Ativo,10910000,1,10,10940000,-4.58360,-70.26440,91.00
213,SÃO PAULO DE OLIVENÇA,"00100 - COHIDRO - Consultoria, Estudos e Projetos",00001 - ANA - Agência Nacional de Águas ,SÃO PAULO DE OLIVENÇA-AM,RIO SOLIMÕES/AMAZONAS,RHN,Ativo,11400000,1,11,10001000,-3.45690,-68.91190,71.00
214,SANTO ANTÔNIO DO IÇÁ,"00100 - COHIDRO - Consultoria, Estudos e Projetos",00001 - ANA - Agência Nacional de Águas ,SANTO ANTÔNIO DO IÇÁ-AM,RIO SOLIMÕES/AMAZONAS,RHN,Ativo,11500000,1,11,10001000,-3.10170,-67.93560,53.00
215,COLOCAÇÃO CAXIAS NOVO,"00100 - COHIDRO - Consultoria, Estudos e Projetos",00001 - ANA - Agência Nacional de Águas ,JUTAÍ-AM,RIO JUTAÍ,RHN,Ativo,12100000,1,12,12103000,-4.65140,-68.32440,0.00
216,NOVO CUJUBIM,"00100 - COHIDRO - Consultoria, Estudos e Projetos",00001 - ANA - Agência Nacional de Águas ,JUTAÍ-AM,RIO JUTAÍ,RHN,Ativo,12160000,1,12,12103000,-4.65140,-68.32440,0.00
217,PORTO SEGURO,"00100 - COHIDRO - Consultoria, Estudos e Projetos",00001 - ANA - Agência Nacional de Águas ,JUTAÍ-AM,RIO JUTAÍ,RHN,Ativo,12240000,1,12,12103000,-3.33720,-67.49170,0.00
218,FONTE BOA,"00100 - COHIDRO - Consultoria, Estudos e Projetos",00001 - ANA - Agência Nacional de Águas ,FONTE BOA-AM,RIO SOLIMÕES/AMAZONAS,RHN,Ativo,12351000,1,12,10001000,-2.49140,-66.06170,0.00
219,THAUMATURGO,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agência Nacional de Águas ,MARECHAL THAUMATURGO-AC,RIO JURUÁ,RHN,Ativo,12370000,1,12,12200000,-8.94580,-72.78470,0.00
220,PORTO WALTER,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agência Nacional de Águas ,PORTO WALTER-AC,RIO JURUÁ,RHN,Ativo,12390000,1,12,12200000,-8.26720,-72.74110,0.00
221,CRUZEIRO DO SUL,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agência Nacional de Águas ,CRUZEIRO DO SUL-AC,RIO JURUÁ,RHN,Ativo,12500000,1,12,12200000,-7.63330,-72.66030,0.00
222,PONTE DO RIO LIBERDADE,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agência Nacional de Águas ,TARAUACÁ-AC,RIO LIBERDADE,RHN,Ativo,12510500,1,12,12253000,-7.79940,-72.02110,189.00
223,IPIXUNA,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agência Nacional de Águas ,IPIXUNA-AM,RIO JURUÁ,RHN,Ativo,12520000,1,12,12200000,-7.05560,-71.68920,0.00
224,SERINGAL SANTO AMARO,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agência Nacional de Águas ,EIRUNEPÉ-AM,RIO GREGÓRIO,RHN,Ativo,12540000,1,12,12266000,-7.26670,-70.98330,0.00
225,EIRUNEPÉ - MONTANTE,00426 - CONSTRUFAM - CONSTRUFAM,00001 - ANA - Agência Nacional de Águas ,EIRUNEPÉ-AM,RIO JURUÁ,RHN,Ativo,12550000,1,12,12200000,-6.68440,-69.88110,0.00
226,JORDÃO,00380 - SEMA-AC - Secretaria de Meio Ambiente do Estado do Acre,00380 - SEMA-AC - Secretaria de Meio Ambiente do Estado do Acre,JORDÃO-AC,RIO TARAUACÁ,RHN,Ativo,12557000,1,12,12280000,-9.18830,-71.95250,239.00
